neigh_num,name,area_sqkm,lat,long,loc
5540,Westbrook Estates,1.165427598207564,53.468213,-113.544452,"(53.46821272972812, -113.54445207952784)"
1280,Yellowhead Corridor West,1.164871993619891,53.582841,-113.512729,"(53.58284074814297, -113.51272869912015)"
4467,River Valley Cameron,2.026058865684556,53.472357,-113.616077,"(53.47235679378515, -113.61607674174749)"
6442,Silver Berry,2.161978600735791,53.461159,-113.381406,"(53.461158969243044, -113.38140615996561)"
5020,Aspen Gardens,0.666305114536705,53.477535,-113.545664,"(53.4775353137158, -113.54566430757839)"
5464,Heritage Valley Town Centre Area,1.034295253336269,53.406404,-113.543916,"(53.40640411821742, -113.54391587579082)"
5330,Queen Alexandra,1.235991391349683,53.512220,-113.504812,"(53.51221971864601, -113.50481243704536)"
4730,Suder Greens,0.983510227698805,53.524600,-113.677276,"(53.524600328135506, -113.67727636693809)"
2580,Northmount,1.224062074465858,53.603205,-113.479629,"(53.60320534665628, -113.47962880472019)"
6660,Rural South East,2.657041988176937,53.403098,-113.430408,"(53.40309757231569, -113.43040765913307)"
6330,Jackson Heights,1.267804997109179,53.481660,-113.410848,"(53.481660241744535, -113.41084771732)"
3070,Calder,1.34817760294786,53.588056,-113.528872,"(53.588055781248286, -113.52887205483249)"
4180,Glenwood,1.772615097451072,53.536417,-113.602770,"(53.53641656323836, -113.60276981033252)"
6340,Kameyosek,0.72159953003617,53.461919,-113.442068,"(53.46191874301442, -113.44206793447808)"
2290,Glengarry,1.34476741698757,53.595855,-113.479612,"(53.59585546340982, -113.47961172100503)"
2450,Lago Lindo,1.305512469532072,53.636039,-113.484647,"(53.636039009232206, -113.48464731636797)"
5470,Steinhauer,0.919831585997507,53.464529,-113.505938,"(53.46452881937576, -113.5059380229066)"
6280,Greenview,0.986138126998133,53.475394,-113.427810,"(53.47539385772686, -113.42780973638972)"
2650,River Valley Rundle,2.111673845014643,53.555592,-113.386939,"(53.55559246435517, -113.38693872347115)"
5465,Hays Ridge Area,2.426199658374494,53.417622,-113.577703,"(53.417622233685385, -113.57770281848491)"
5476,Magrath Heights,1.228950008846569,53.447660,-113.556723,"(53.44766007936832, -113.5567225826967)"
4530,Sunwapta Industrial,0.675263162719269,53.544978,-113.645944,"(53.54497845841337, -113.64594419155529)"
5170,Empire Park,1.072123642675319,53.484366,-113.505859,"(53.484366264491015, -113.50585873120224)"
6310,Holyrood,1.285449378220885,53.531361,-113.450190,"(53.5313605818029, -113.45018981994133)"
4017,Anthony Henday Lake District,1.999273627636847,53.646909,-113.467371,"(53.64690939449852, -113.46737130697052)"
6230,Forest Heights,1.627307555211902,53.544537,-113.451250,"(53.544537063645556, -113.45125000606618)"
5590,Blackburne,0.726414953153684,53.429071,-113.498309,"(53.42907132881578, -113.49830890165094)"
6214,Ellerslie Industrial,5.943185808806158,53.413984,-113.488153,"(53.41398409822378, -113.48815296605483)"
4016,Anthony Henday Castledowns,1.99802647749594,53.643298,-113.533281,"(53.6432978709308, -113.53328135056255)"
6250,Gainer Industrial,0.342464541730177,53.516111,-113.424517,"(53.51611056578212, -113.42451661065832)"
6320,Idylwylde,0.664832905312606,53.521630,-113.449114,"(53.52162991520384, -113.44911385648135)"
2110,Brintnell,1.409561206964593,53.621394,-113.407114,"(53.62139439686521, -113.40711430532258)"
5400,River Valley Whitemud,1.514766929702518,53.505152,-113.550470,"(53.50515157917371, -113.55046983068732)"
4474,Starling,1.422545713218063,53.592264,-113.657843,"(53.59226408660548, -113.65784285169059)"
5160,Duggan,1.390157264919576,53.471510,-113.506058,"(53.47151002842301, -113.50605757307073)"
5578,Glenridding Heights,0.925825451128406,53.420767,-113.604156,"(53.420766884437086, -113.6041560191342)"
3080,Canossa,1.298591109432813,53.636192,-113.522686,"(53.63619223058539, -113.52268633048412)"
2670,Rural North East Horse Hill,13.046535940753106,53.678290,-113.312570,"(53.67828986903232, -113.31256953529811)"
5270,Lendrum Place,0.859009434295812,53.493200,-113.522806,"(53.49320004422874, -113.52280579685477)"
2440,Klarvatten,1.656759392802267,53.637224,-113.476665,"(53.63722400173762, -113.47666510949303)"
5640,Terwillegar Towne,1.869542020885419,53.450670,-113.577738,"(53.45067025466003, -113.5777384340015)"
3450,Woodcroft,1.291675612352087,53.564595,-113.558327,"(53.56459542401217, -113.55832687217452)"
4461,The Hamptons,2.943190480988935,53.487386,-113.675687,"(53.487385599931166, -113.67568737577308)"
4380,Ormsby Place,1.350358470394976,53.499106,-113.642761,"(53.49910557156211, -113.64276055096441)"
2710,Sifton Park,0.504043519682211,53.594525,-113.408402,"(53.59452510256868, -113.4084016044548)"
5290,McKernan,0.878288836044446,53.512759,-113.520442,"(53.51275883945096, -113.52044221122382)"
6180,Eastgate Business Park,2.622638942387441,53.534014,-113.406351,"(53.534013742245406, -113.40635118722305)"
6300,Hillview,1.102185648181724,53.469740,-113.427064,"(53.4697404141144, -113.42706400402514)"
4640,Wilson Industrial,0.996486221161903,53.554077,-113.633521,"(53.55407736656933, -113.63352130902574)"
6665,Anthony Henday South East,7.4212551229577,53.443016,-113.354281,"(53.443016315443785, -113.35428113797951)"
4040,Belmead,1.280633773408026,53.525603,-113.641015,"(53.525602960944795, -113.64101498729829)"
2430,Kirkness,0.92472629853636,53.611416,-113.388399,"(53.611416205013775, -113.38839869520581)"
6780,Weir Industrial,1.634341213538808,53.511765,-113.406107,"(53.511765061429585, -113.40610727547318)"
4510,Stone Industrial,0.645861456034841,53.544958,-113.621671,"(53.54495821926104, -113.62167138133896)"
5040,Belgravia,0.867544791823104,53.511796,-113.532729,"(53.51179560322663, -113.53272944415377)"
2590,Overlanders,0.841195537984054,53.581011,-113.388176,"(53.581010650540904, -113.38817648192281)"
3160,Dominion Industrial,0.982474811019772,53.575830,-113.571851,"(53.575829793802605, -113.5718512752311)"
3200,Glenora,1.621639897459929,53.544905,-113.557042,"(53.544904705207486, -113.5570424656612)"
4470,Rural West Big Lake,2.051322731324363,53.577533,-113.677319,"(53.57753319558796, -113.67731931096367)"
5370,River Valley Mayfair,2.347954983937378,53.529565,-113.544179,"(53.52956527494185, -113.54417943367403)"
2145,Clareview Town Centre,1.363565974119541,53.601948,-113.406891,"(53.601947807307084, -113.40689125176354)"
4487,Secord,2.643753964573181,53.533937,-113.701353,"(53.53393710484201, -113.70135276518931)"
4200,High Park,0.719230112490903,53.554986,-113.584199,"(53.55498578246069, -113.58419925845797)"
4670,Winterburn Industrial Area West,4.348392386738454,53.562804,-113.701430,"(53.562803614238916, -113.70142962219319)"
6750,Tipaskan,0.804292140444663,53.461895,-113.458000,"(53.46189538249002, -113.4579998657924)"
6195,South Edmonton Common,1.401995789979624,53.446694,-113.486079,"(53.44669424067498, -113.48607861165186)"
6470,Meyonohk,0.873954039336964,53.455342,-113.457243,"(53.455341806482764, -113.45724258627415)"
5456,Heritage Valley Area,1.316920191330661,53.417641,-113.547053,"(53.41764139437991, -113.5470533386145)"
4240,La Perle,1.335331479803226,53.533088,-113.640709,"(53.53308754559413, -113.64070859243503)"
3190,Elsinore,0.841471068786406,53.640763,-113.499402,"(53.64076339210679, -113.49940214606053)"
4570,Wedgewood Heights,0.708629278872282,53.478714,-113.646580,"(53.47871449416715, -113.6465801690101)"
4720,Glastonbury,1.784946022032394,53.503187,-113.669870,"(53.503187279448504, -113.66986988345468)"
4022,Anthony Henday Clareview,1.354827185610231,53.618122,-113.357782,"(53.61812201213624, -113.35778157963838)"
5260,Lansdowne,0.578506248333213,53.486625,-113.545997,"(53.486625463080586, -113.54599669897877)"
5010,Allendale,0.883531299504597,53.502277,-113.504821,"(53.50227700015803, -113.50482111013511)"
4560,Thorncliff,0.898130391805026,53.516698,-113.622828,"(53.516698393669, -113.62282783095934)"
3270,Laurier Heights,1.325826765244001,53.514255,-113.569332,"(53.51425496981052, -113.56933192807409)"
4410,Poundmaker Industrial,0.663630709053904,53.552287,-113.645875,"(53.55228729250723, -113.64587519404256)"
1030,Central McDougall,1.20211693816118,53.553332,-113.501068,"(53.553331828524456, -113.50106809472395)"
4466,Cameron Heights,0.968762721036628,53.474127,-113.634359,"(53.47412664878577, -113.63435940905211)"
4080,Callingwood South,0.772228218220011,53.500515,-113.623031,"(53.500514879202484, -113.62303087373823)"
5480,Strathcona,1.563267115018924,53.522390,-113.490986,"(53.522390187140154, -113.4909855541071)"
1180,Queen Mary Park,1.803835938550075,53.553321,-113.519654,"(53.55332064211105, -113.51965422624392)"
2521,McConachie Area,2.602612449311006,53.636451,-113.431312,"(53.63645138992445, -113.4313124528123)"
1130,Elmwood Park,0.47957431378274,53.579591,-113.460917,"(53.579591384284306, -113.46091680973095)"
6100,Coronet Industrial,1.606907195063447,53.493966,-113.478976,"(53.49396620637943, -113.47897562795639)"
6720,Tawa,0.664650394914162,53.461933,-113.427712,"(53.461932939768474, -113.42771213079979)"
5454,Rutherford,2.249955066266148,53.416765,-113.529788,"(53.416764847830855, -113.5297880243958)"
2040,Beacon Heights,1.150205244570695,53.573539,-113.406040,"(53.57353937720545, -113.40604010233069)"
6140,Crawford Plains,1.126542481760781,53.441837,-113.406216,"(53.44183745503615, -113.40621587784102)"
5468,Graydon Hill,0.658965461642592,53.421257,-113.559297,"(53.42125726511837, -113.5592969195822)"
5060,Blue Quill,1.058049467863893,53.457627,-113.526237,"(53.45762652276185, -113.52623653294697)"
6570,Parsons Industrial,2.627118272851114,53.459795,-113.479382,"(53.45979539090987, -113.47938184187365)"
2130,Casselman,0.840373166152383,53.611349,-113.424132,"(53.611348529466824, -113.42413210101208)"
3140,Crestwood,1.16815794288986,53.535434,-113.569038,"(53.53543354829023, -113.56903784940349)"
3250,Kensington,1.325383240126859,53.595863,-113.528924,"(53.59586260684152, -113.52892377480546)"
2600,Ozerna,1.119814651130778,53.622275,-113.449024,"(53.622275085648624, -113.44902424994382)"
6260,Girard Industrial,0.497380571737008,53.511170,-113.437724,"(53.5111698547205, -113.4377237574127)"
2010,Abbottsfield,0.409629081362211,53.574143,-113.388758,"(53.574143433510216, -113.38875800511948)"
5090,Brookside,1.194911937450276,53.491831,-113.568128,"(53.49183125791596, -113.56812781243585)"
4500,Sherwood,0.440696869793522,53.529102,-113.584145,"(53.529101766623015, -113.58414504983935)"
4020,Aldergrove,1.490596722841473,53.516888,-113.641242,"(53.51688846991007, -113.64124201093102)"
4320,Mistatim Industrial,6.780327640264023,53.596837,-113.599771,"(53.596837434697065, -113.5997714379229)"
5642,South Terwillegar,1.742840325820606,53.440247,-113.579024,"(53.44024696947394, -113.57902406923995)"
3370,Rapperswill,1.027754264556358,53.635589,-113.535030,"(53.635589013554885, -113.53502954831855)"
6530,Minchau,0.905519016162247,53.469829,-113.412766,"(53.46982918280456, -113.41276586378572)"
2611,Cy Becker,1.015144841249301,53.632363,-113.408123,"(53.63236275941958, -113.40812340106709)"
6650,Rosedale Industrial,0.455485700745822,53.498545,-113.478827,"(53.49854516980345, -113.47882688237593)"
6550,Ottewell,2.584236919192931,53.531285,-113.430746,"(53.53128518402029, -113.43074600681692)"
3410,Sherbrooke,0.926198948682226,53.575663,-113.547286,"(53.57566320833989, -113.54728563480555)"
5469,Paisley,0.653114309394806,53.414011,-113.559273,"(53.41401134118655, -113.55927337319409)"
6400,Lee Ridge,0.898035537483763,53.469593,-113.444355,"(53.469592971453245, -113.44435531960228)"
6290,Hazeldean,1.133185493457091,53.504206,-113.477889,"(53.504205803712985, -113.47788889905675)"
2050,Belle Rive,1.173442632141247,53.622300,-113.473596,"(53.62230017578729, -113.47359649183348)"
6445,Aster,2.033827969315006,53.451654,-113.358230,"(53.45165412165757, -113.35822962489955)"
6380,Lambton Industrial,0.638283445517782,53.522269,-113.413848,"(53.52226920929631, -113.41384787179655)"
2020,Balwin,1.402659843607758,53.587951,-113.455075,"(53.58795101027156, -113.45507534579625)"
2090,Bergman,0.708336997751083,53.579564,-113.409668,"(53.57956358665413, -113.40966769196997)"
6030,Bisset,0.943123748520669,53.458905,-113.400659,"(53.45890549448208, -113.40065946435666)"
3310,North Glenora,0.866766206309312,53.554941,-113.558265,"(53.554940888671084, -113.55826514897456)"
3490,Goodridge Corners,2.680709830332185,53.642395,-113.558741,"(53.64239453374681, -113.55874072737893)"
5620,Hodgson,0.690446066275415,53.457673,-113.559807,"(53.45767349901615, -113.55980720018559)"
4620,Westview Village,0.925794461482196,53.552222,-113.696668,"(53.552222069483065, -113.69666819890175)"
5530,University of Alberta Farm,2.975899046030879,53.498184,-113.532001,"(53.498184316532985, -113.53200051118017)"
2410,Kilkenny,1.749930586137339,53.610378,-113.455119,"(53.610377929087065, -113.45511917405746)"
4469,River's Edge,3.026383300927129,53.452850,-113.644512,"(53.45285008853461, -113.64451163271949)"
6061,Capilano,1.306281046772479,53.554672,-113.422792,"(53.55467208886297, -113.42279236811986)"
6390,Larkspur,1.658194920580744,53.480210,-113.381240,"(53.4802104573005, -113.38123994870551)"
5230,Henderson Estates,0.786737950523561,53.467635,-113.597447,"(53.46763523477888, -113.59744727998496)"
6663,Decoteau,19.615402912185466,53.418616,-113.381394,"(53.418616240731346, -113.38139449852427)"
4310,Meadowlark Park,1.108866873861059,53.525532,-113.596554,"(53.52553194472455, -113.5965541546899)"
5180,Ermineskin,1.204175349126366,53.457639,-113.505728,"(53.45763949074272, -113.50572830547657)"
5520,University of Alberta,1.195997288460931,53.523577,-113.522847,"(53.52357681353521, -113.5228471646501)"
4475,Kinokamau Plains Area,7.078611443138177,53.585084,-113.620441,"(53.5850842316677, -113.62044148403916)"
4477,Kinglet Gardens,2.639561401157653,53.577379,-113.701419,"(53.57737927243443, -113.70141908671958)"
6444,Laurel,2.802381777956109,53.445799,-113.381470,"(53.44579914092519, -113.38147041081945)"
4420,Quesnell Heights,0.207152766273474,53.509354,-113.573534,"(53.509354322614925, -113.57353363501942)"
2671,Marquis,9.979100854886905,53.650586,-113.325964,"(53.65058566599254, -113.32596410852578)"
3260,Lauderdale,1.301509580812786,53.588449,-113.504256,"(53.58844884918568, -113.5042561895271)"
1150,Oliver,1.702120281753827,53.541983,-113.523994,"(53.541982930616356, -113.52399393485365)"
1140,McCauley,1.498170125161866,53.554605,-113.485098,"(53.55460510253748, -113.48509798521005)"
1250,Westwood,0.98300802947789,53.575942,-113.498585,"(53.57594235516385, -113.49858458540668)"
2080,Belvedere,1.673636014079078,53.591057,-113.436063,"(53.59105689715699, -113.436062911329)"
6240,Fulton Place,0.978513182743988,53.546295,-113.427466,"(53.54629463727215, -113.42746647253244)"
6216,The Orchards At Ellerslie,3.560486317248598,53.403087,-113.458166,"(53.4030873490539, -113.45816601316565)"
1230,Spruce Avenue,1.214704565359573,53.564635,-113.499502,"(53.56463543339372, -113.49950159225304)"
3300,McQueen,0.705743960831564,53.554938,-113.571842,"(53.55493822806399, -113.57184249447859)"
5550,Whitemud Creek Ravine North,0.752651076646434,53.486798,-113.556604,"(53.486798130559805, -113.55660432577199)"
4630,White Industrial,1.925727390079036,53.564715,-113.648618,"(53.5647145313355, -113.64861763738334)"
4018,Anthony Henday Big Lake,3.21787043265959,53.592211,-113.647881,"(53.59221129676067, -113.64788090698353)"
2340,Hollick-Kenyon,1.533471316528849,53.622244,-113.422288,"(53.62224418238982, -113.42228786136482)"
6200,Ekota,0.819662372515811,53.449410,-113.442336,"(53.44941007965293, -113.44233568157355)"
5310,Parkallen,0.848906408776536,53.503096,-113.517461,"(53.503095813519074, -113.51746134896867)"
5200,Garneau,0.828990330838697,53.519911,-113.513536,"(53.519910825465416, -113.51353555959162)"
6580,Pollard Meadows,1.052584871876686,53.449115,-113.413032,"(53.44911501879785, -113.41303221696194)"
3111,Griesbach,2.696720743183967,53.606808,-113.504229,"(53.606808368716784, -113.50422914591672)"
6661,Charlesworth,2.660281065908672,53.428544,-113.418130,"(53.428543793813674, -113.41813010923126)"
5477,Mactaggart,1.035831223417674,53.437903,-113.561047,"(53.43790311757381, -113.561046561147)"
6680,Satoo,1.312643903972196,53.446373,-113.458892,"(53.44637282810994, -113.45889160765203)"
6600,Richfield,0.94432667783315,53.469484,-113.458618,"(53.4694839683347, -113.45861750567731)"
4300,McNamara Industrial,0.97810840593242,53.554078,-113.621277,"(53.55407815122625, -113.62127738571836)"
1200,River Valley Victoria,1.298977148797209,53.534988,-113.523686,"(53.53498830876779, -113.52368603311965)"
3320,Oxford,1.18404607135703,53.622198,-113.547292,"(53.62219780040741, -113.5472916814565)"
4463,Riverview Area,10.280511599452812,53.425065,-113.663977,"(53.42506456027128, -113.66397668601269)"
5210,Grandview Heights,0.561883189022607,53.501165,-113.548910,"(53.501164827822365, -113.5489101195713)"
6670,Sakaw,1.11207867428096,53.441980,-113.428828,"(53.44197993222192, -113.42882827217448)"
6480,Michaels Park,0.832030260194966,53.479575,-113.446214,"(53.479574887970564, -113.44621358136584)"
2530,McLeod,0.966538217483227,53.610353,-113.436671,"(53.61035321333695, -113.4366713449995)"
3230,Huff Bremner Estate Industrial,1.040643267553987,53.564621,-113.571896,"(53.56462094612833, -113.57189649634562)"
4610,Westridge,0.730589809051918,53.505622,-113.601372,"(53.50562209302866, -113.60137155581822)"
4473,Hawks Ridge,1.483268014837597,53.588457,-113.701466,"(53.58845681408043, -113.70146644295406)"
6540,Morris Industrial,1.292765388635064,53.520507,-113.402875,"(53.52050704727182, -113.40287507228666)"
3381,River Valley Glenora,0.652519884815216,53.542611,-113.549025,"(53.542611368352006, -113.54902508994749)"
6460,Meyokumin,0.974079704059136,53.450113,-113.427258,"(53.4501131309388, -113.42725752651549)"
4650,Winterburn Industrial Area East,5.664856114075787,53.556945,-113.675309,"(53.556944589698624, -113.67530889129517)"
2511,Mayliewan,1.195862428582056,53.622290,-113.460264,"(53.62229021938088, -113.46026446188358)"
1080,Delton,0.679806538098524,53.579046,-113.482449,"(53.57904638464889, -113.48244944665866)"
4750,Rosenthal,2.663377169447343,53.519398,-113.701211,"(53.51939766241766, -113.70121088541353)"
2541,Miller,0.82683282953303,53.611544,-113.411106,"(53.61154398727784, -113.41110627414426)"
4350,Norwester Industrial,0.688147603883806,53.566738,-113.608884,"(53.56673770424075, -113.60888372765902)"
2100,Beverly Heights,1.384168828190054,53.564122,-113.402652,"(53.56412226715621, -113.4026523522456)"
4400,Place LaRue,1.041799556125196,53.539008,-113.633323,"(53.539007704860055, -113.6333234164309)"
4230,Jasper Park,0.665285409007527,53.523070,-113.584105,"(53.523070066898704, -113.58410530217142)"
6350,Kenilworth,1.148418022571552,53.521633,-113.431042,"(53.52163312280284, -113.43104243959984)"
2463,Crystallina Nera West,0.84019262439964,53.640320,-113.460383,"(53.64032041132357, -113.46038345705321)"
4700,Breckenridge Greens,0.565266213741186,53.516526,-113.684351,"(53.51652572181481, -113.68435099682759)"
5452,MacEwan,1.140835821202165,53.428746,-113.526948,"(53.428745684990815, -113.5269479942265)"
2420,Killarney,1.333083360669379,53.588489,-113.479568,"(53.58848869298595, -113.47956836782039)"
4290,Mayfield,0.867205324038492,53.555018,-113.598170,"(53.555018032798024, -113.59817018646271)"
1100,Eastwood,1.131892244926464,53.576105,-113.468730,"(53.57610461451422, -113.46873040177114)"
3060,Caernarvon,1.228850194236802,53.611900,-113.526402,"(53.611899751032084, -113.5264017195065)"
5030,Bearspaw,0.865185435425625,53.443462,-113.500528,"(53.44346178217293, -113.50052801068438)"
6630,River Valley Riverside,1.249363491221458,53.548459,-113.463397,"(53.54845932800452, -113.46339728277218)"
5458,Allard,1.66874565223568,53.401174,-113.526641,"(53.401173930960695, -113.52664141244128)"
5467,Cavanagh,1.939594587801579,53.405981,-113.512019,"(53.40598149788607, -113.51201888496817)"
5463,Desrochers Area,1.350820760604188,53.399350,-113.552704,"(53.399350259547795, -113.55270356767275)"
8888,Edmonton South NBHD1,43.89011629174206,53.366528,-113.635305,"(53.366527545739714, -113.63530455203411)"
4019,Anthony Henday Energy Park,2.294509240212166,53.639588,-113.407223,"(53.63958765126128, -113.40722274486674)"
8886,Edmonton South NBHD3,20.41153211217741,53.381221,-113.369114,"(53.381220980707845, -113.36911360834357)"
2681,Edmonton Energy And Technology Park,53.41159227375892,53.678232,-113.380059,"(53.67823189381922, -113.38005943645433)"
8887,Edmonton South NBHD2,18.77312961116037,53.366600,-113.559216,"(53.36660024448608, -113.55921605842951)"
